,Kategorisi,Brüt_Metrekare,Binanın_Yaşı,Binanın_Kat_Sayısı,Kullanım_Durumu,Yatırıma_Uygunluk,Eşya_Durumu,Banyo_Sayısı,Türü,Net_Metrekare,Oda_Sayısı,Bulunduğu_Kat,Isıtma_Tipi,Krediye_Uygunluk,Site_İçerisinde,Takas,Fiyat_Durumu,Fiyatı,İl,İlçe,Mahalle,yaka,Yaşam_endeksi,Nüfus
818,Satılık,85,5-10,12,Mülk Sahibi Oturuyor,Bilinmiyor,Yok,1,Konut,80,2+1,2. Kat,Doğalgaz,Krediye Uygun,Hayır,Var,Genel Fiyat,1130000,İstanbul,Başakşehir,Kayabaşı Mahallesi,Avrupa Yakası,-0.152,503.243
819,Satılık,85,5-10,12,Kiracı Oturuyor,Bilinmiyor,Yok,1,Konut,80,2+1,5. Kat,Doğalgaz,Krediye Uygun,Hayır,Var,Genel Fiyat,1075000,İstanbul,Başakşehir,Başak Mahallesi,Avrupa Yakası,-0.152,503.243
820,Satılık,100,2,4,Kiracı Oturuyor,Bilinmiyor,Yok,1,Konut,90,2+1,1. Kat,Doğalgaz,Krediye Uygun,Hayır,Var,Genel Fiyat,730000,İstanbul,Başakşehir,Güvercintepe Mahallesi,Avrupa Yakası,-0.152,503.243
821,Satılık,90,2,4,Kiracı Oturuyor,Bilinmiyor,Yok,1,Konut,85,2+1,1. Kat,Doğalgaz,Krediye Uygun,Hayır,Var,Genel Fiyat,690000,İstanbul,Başakşehir,Başakşehir Mahallesi,Avrupa Yakası,-0.152,503.243
822,Satılık,197,0,13,Boş,Bilinmiyor,Yok,2,Konut,140,4+1,13. Kat,Doğalgaz,Krediye Uygun,Hayır,Var,Genel Fiyat,4800000,İstanbul,Başakşehir,Ziya Gökalp Mahallesi,Avrupa Yakası,-0.152,503.243
823,Satılık,135,3,24,Kiracı Oturuyor,Bilinmiyor,Yok,2,Konut,95,2+1,21. Kat,Doğalgaz,Krediye Uygun,Hayır,Var,Genel Fiyat,2130000,İstanbul,Başakşehir,Başak Mahallesi,Avrupa Yakası,-0.152,503.243
824,Satılık,150,5-10,20,Mülk Sahibi Oturuyor,Bilinmiyor,Var,2,Konut,115,3+1,15. Kat,Doğalgaz,Krediye Uygun,Hayır,Var,Genel Fiyat,2600000,İstanbul,Başakşehir,Başakşehir Mahallesi,Avrupa Yakası,-0.152,503.243
825,Satılık,90,16-20,12,Mülk Sahibi Oturuyor,Bilinmiyor,Yok,1,Konut,78,2+1,Yüksek Giriş,Doğalgaz,Krediye Uygun,Hayır,Var,Genel Fiyat,1200000,İstanbul,Başakşehir,Başak Mahallesi,Avrupa Yakası,-0.152,503.243
826,Satılık,110,0,6,Boş,Bilinmiyor,Yok,1,Konut,95,2+1,Yüksek Giriş,Doğalgaz,Krediye Uygun,Hayır,Var,Genel Fiyat,430000,İstanbul,Başakşehir,Bahçeşehir 1. Kısım Mahallesi,Avrupa Yakası,-0.152,503.243
827,Satılık,118,4,12,Mülk Sahibi Oturuyor,Bilinmiyor,Yok,2,Konut,100,3+1,8. Kat,Doğalgaz,Krediye Uygun,Hayır,Var,Genel Fiyat,1700000,İstanbul,Başakşehir,Bahçeşehir 2. Kısım Mahallesi,Avrupa Yakası,-0.152,503.243
828,Satılık,460,5-10,4,Mülk Sahibi Oturuyor,Bilinmiyor,Yok,4,Konut,459,6+3,Düz Giriş,Doğalgaz,Krediye Uygun,Hayır,Var,Genel Fiyat,4600000,İstanbul,Başakşehir,Kayabaşı Mahallesi,Avrupa Yakası,-0.152,503.243
829,Satılık,76,0,26,Boş,Bilinmiyor,Yok,1,Konut,55,1+1,10. Kat,Doğalgaz,Krediye Uygun,Hayır,Var,Genel Fiyat,950000,İstanbul,Başakşehir,Kayabaşı Mahallesi,Avrupa Yakası,-0.152,503.243
830,Satılık,77,0,26,Boş,Bilinmiyor,Yok,1,Konut,60,1+1,21. Kat,Doğalgaz,Krediye Uygun,Hayır,Var,Genel Fiyat,1070000,İstanbul,Başakşehir,Bahçeşehir 2. Kısım Mahallesi,Avrupa Yakası,-0.152,503.243
831,Satılık,77,0,26,Kiracı Oturuyor,Bilinmiyor,Yok,1,Konut,60,1+1,9. Kat,Doğalgaz,Krediye Uygun,Hayır,Var,Genel Fiyat,1100000,İstanbul,Başakşehir,Güvercintepe Mahallesi,Avrupa Yakası,-0.152,503.243
832,Satılık,100,0,4,Boş,Bilinmiyor,Yok,1,Konut,95,2+1,Düz Giriş,Doğalgaz,Krediye Uygun,Hayır,Var,Genel Fiyat,595000,İstanbul,Başakşehir,Güvercintepe Mahallesi,Avrupa Yakası,-0.152,503.243
833,Satılık,180,0,4,Boş,Bilinmiyor,Yok,1,Konut,150,3+2,2. Kat,Doğalgaz,Krediye Uygun,Hayır,Var,Genel Fiyat,965000,İstanbul,Başakşehir,Kayabaşı Mahallesi,Avrupa Yakası,-0.152,503.243
834,Satılık,119,5-10,11,Mülk Sahibi Oturuyor,Bilinmiyor,Yok,1,Konut,100,3+1,Kot 1 (-1). Kat,Doğalgaz,Krediye Uygun Değil,Hayır,Var,Genel Fiyat,1350000,İstanbul,Başakşehir,Başakşehir Mahallesi,Avrupa Yakası,-0.152,503.243
835,Satılık,105,5-10,14,Mülk Sahibi Oturuyor,Bilinmiyor,Yok,1,Konut,86,2+1,2. Kat,Doğalgaz,Krediye Uygun,Hayır,Var,Genel Fiyat,1260000,İstanbul,Başakşehir,Kayabaşı Mahallesi,Avrupa Yakası,-0.152,503.243
836,Satılık,95,0,4,Boş,Bilinmiyor,Yok,1,Konut,90,2+1,Yüksek Giriş,Doğalgaz,Krediye Uygun,Hayır,Var,Genel Fiyat,585000,İstanbul,Başakşehir,Bahçeşehir 2. Kısım Mahallesi,Avrupa Yakası,-0.152,503.243
837,Satılık,110,0,4,Boş,Bilinmiyor,Yok,1,Konut,100,2+1,2. Kat,Doğalgaz,Krediye Uygun,Hayır,Var,Genel Fiyat,798000,İstanbul,Başakşehir,Kayabaşı Mahallesi,Avrupa Yakası,-0.152,503.243
838,Satılık,177,4,10,Boş,Bilinmiyor,Var,1,Konut,150,3+1,3. Kat,Doğalgaz,Krediye Uygun,Hayır,Var,Genel Fiyat,1850000,İstanbul,Başakşehir,Bahçeşehir 2. Kısım Mahallesi,Avrupa Yakası,-0.152,503.243
839,Satılık,77,0,27,Kiracı Oturuyor,Bilinmiyor,Yok,1,Konut,67,1+1,25. Kat,Doğalgaz,Krediye Uygun Değil,Hayır,Var,Genel Fiyat,1000000,İstanbul,Başakşehir,Bahçeşehir 1. Kısım Mahallesi,Avrupa Yakası,-0.152,503.243
840,Satılık,202,4,20,Kiracı Oturuyor,Bilinmiyor,Yok,2,Konut,190,4+1,5. Kat,Doğalgaz,Krediye Uygun,Hayır,Var,Genel Fiyat,3000000,İstanbul,Başakşehir,Kayabaşı Mahallesi,Avrupa Yakası,-0.152,503.243
841,Satılık,225,2,16,Mülk Sahibi Oturuyor,Bilinmiyor,Yok,3,Konut,171,5+1,12. Kat,Doğalgaz,Krediye Uygun,Hayır,Var,Genel Fiyat,6500000,İstanbul,Başakşehir,Kayabaşı Mahallesi,Avrupa Yakası,-0.152,503.243
842,Satılık,136,5-10,19,Kiracı Oturuyor,Bilinmiyor,Yok,2,Konut,116,2+1,13. Kat,Doğalgaz,Krediye Uygun,Hayır,Var,Genel Fiyat,2350000,İstanbul,Başakşehir,Ziya Gökalp Mahallesi,Avrupa Yakası,-0.152,503.243
843,Satılık,84,4,11,Mülk Sahibi Oturuyor,Bilinmiyor,Yok,1,Konut,75,2+1,3. Kat,Doğalgaz,Krediye Uygun,Hayır,Var,Genel Fiyat,1180000,İstanbul,Başakşehir,Ziya Gökalp Mahallesi,Avrupa Yakası,-0.152,503.243
844,Satılık,158,4,16,Kiracı Oturuyor,Bilinmiyor,Yok,2,Konut,135,2+1,6. Kat,Doğalgaz,Krediye Uygun,Hayır,Var,Genel Fiyat,1650000,İstanbul,Başakşehir,Kayabaşı Mahallesi,Avrupa Yakası,-0.152,503.243
845,Satılık,181,4,26,Boş,Bilinmiyor,Yok,2,Konut,151,3+1,15. Kat,Doğalgaz,Krediye Uygun,Hayır,Var,Genel Fiyat,4400000,İstanbul,Başakşehir,Başakşehir Mahallesi,Avrupa Yakası,-0.152,503.243
846,Satılık,160,5-10,21,Kiracı Oturuyor,Bilinmiyor,Yok,2,Konut,118,3+1,12. Kat,Doğalgaz,Krediye Uygun,Hayır,Var,Genel Fiyat,3500000,İstanbul,Başakşehir,Altınşehir Mahallesi,Avrupa Yakası,-0.152,503.243
847,Satılık,202,5-10,29,Kiracı Oturuyor,Bilinmiyor,Yok,2,Konut,174,4+1,26. Kat,Doğalgaz,Krediye Uygun,Hayır,Var,Genel Fiyat,4000000,İstanbul,Başakşehir,Güvercintepe Mahallesi,Avrupa Yakası,-0.152,503.243
848,Satılık,110,0,4,Boş,Bilinmiyor,Yok,2,Konut,100,2+1,2. Kat,Doğalgaz,Krediye Uygun,Hayır,Var,Genel Fiyat,775000,İstanbul,Başakşehir,Güvercintepe Mahallesi,Avrupa Yakası,-0.152,503.243
849,Satılık,95,0,4,Boş,Bilinmiyor,Yok,1,Konut,90,2+1,1. Kat,Doğalgaz,Krediye Uygun,Hayır,Var,Genel Fiyat,740000,İstanbul,Başakşehir,Güvercintepe Mahallesi,Avrupa Yakası,-0.152,503.243
850,Satılık,100,5-10,5,Mülk Sahibi Oturuyor,Yatırıma Uygun değil,Var,1,Konut,95,2+1,1. Kat,Doğalgaz,Krediye Uygun,Hayır,Var,Genel Fiyat,650000,İstanbul,Başakşehir,Ziya Gökalp Mahallesi,Avrupa Yakası,-0.152,503.243
851,Satılık,135,3,5,Mülk Sahibi Oturuyor,Bilinmiyor,Yok,2,Konut,95,2+1,2. Kat,Doğalgaz,Krediye Uygun,Hayır,Var,Genel Fiyat,2295000,İstanbul,Başakşehir,Ziya Gökalp Mahallesi,Avrupa Yakası,-0.152,503.243
852,Satılık,100,0,4,Boş,Bilinmiyor,Yok,1,Konut,95,2+1,3. Kat,Doğalgaz,Krediye Uygun,Hayır,Var,Genel Fiyat,775000,İstanbul,Başakşehir,Altınşehir Mahallesi,Avrupa Yakası,-0.152,503.243
853,Satılık,165,0,4,Boş,Bilinmiyor,Yok,2,Konut,155,3+2,4. Kat,Doğalgaz,Krediye Uygun,Hayır,Var,Genel Fiyat,1065000,İstanbul,Başakşehir,Altınşehir Mahallesi,Avrupa Yakası,-0.152,503.243
854,Satılık,110,0,4,Boş,Bilinmiyor,Yok,1,Konut,100,2+1,3. Kat,Doğalgaz,Krediye Uygun,Hayır,Var,Genel Fiyat,825000,İstanbul,Başakşehir,Bahçeşehir 2. Kısım Mahallesi,Avrupa Yakası,-0.152,503.243
855,Satılık,242,1,17,Boş,Yatırıma Uygun değil,Var,3,Konut,210,5+1,3. Kat,Doğalgaz,Bilinmiyor,Hayır,Var,Genel Fiyat,5000000,İstanbul,Başakşehir,Bahçeşehir 2. Kısım Mahallesi,Avrupa Yakası,-0.152,503.243
856,Satılık,119,4,14,Kiracı Oturuyor,Bilinmiyor,Yok,2,Konut,94,2+1,13. Kat,Doğalgaz,Krediye Uygun,Hayır,Var,Genel Fiyat,1500000,İstanbul,Başakşehir,Kayabaşı Mahallesi,Avrupa Yakası,-0.152,503.243
857,Satılık,128,5-10,27,Boş,Bilinmiyor,Yok,2,Konut,110,2+1,3. Kat,Doğalgaz,Krediye Uygun,Hayır,Var,Genel Fiyat,2550000,İstanbul,Başakşehir,Kayabaşı Mahallesi,Avrupa Yakası,-0.152,503.243
858,Satılık,110,2,27,Kiracı Oturuyor,Bilinmiyor,Yok,2,Konut,90,2+1,Kot 2 (-2). Kat,Doğalgaz,Krediye Uygun,Hayır,Var,Genel Fiyat,2550000,İstanbul,Başakşehir,Bahçeşehir 2. Kısım Mahallesi,Avrupa Yakası,-0.152,503.243
859,Satılık,48,5-10,3,Kiracı Oturuyor,Bilinmiyor,Yok,1,Konut,36,1+1,1. Kat,Doğalgaz,Krediye Uygun,Hayır,Var,Genel Fiyat,580000,İstanbul,Başakşehir,Başakşehir Mahallesi,Avrupa Yakası,-0.152,503.243
860,Satılık,108,4,9,Boş,Bilinmiyor,Yok,1,Konut,82,2+1,3. Kat,Doğalgaz,Krediye Uygun Değil,Hayır,Var,Genel Fiyat,1930000,İstanbul,Başakşehir,Kayabaşı Mahallesi,Avrupa Yakası,-0.152,503.243
861,Satılık,135,5-10,25,Kiracı Oturuyor,Bilinmiyor,Yok,2,Konut,105,3+1,12. Kat,Doğalgaz,Krediye Uygun Değil,Hayır,Var,Genel Fiyat,2400000,İstanbul,Başakşehir,Altınşehir Mahallesi,Avrupa Yakası,-0.152,503.243
862,Satılık,118,4,12,Boş,Bilinmiyor,Yok,2,Konut,90,3+1,12. Kat,Doğalgaz,Krediye Uygun,Hayır,Var,Genel Fiyat,1500000,İstanbul,Başakşehir,Kayabaşı Mahallesi,Avrupa Yakası,-0.152,503.243
863,Satılık,168,3,21,Kiracı Oturuyor,Bilinmiyor,Yok,2,Konut,130,3+1,8. Kat,Doğalgaz,Krediye Uygun,Hayır,Var,Genel Fiyat,2560000,İstanbul,Başakşehir,Kayabaşı Mahallesi,Avrupa Yakası,-0.152,503.243
864,Satılık,178,4,22,Mülk Sahibi Oturuyor,Bilinmiyor,Yok,2,Konut,150,3+1,18. Kat,Doğalgaz,Krediye Uygun,Hayır,Var,Genel Fiyat,3199999,İstanbul,Başakşehir,Başakşehir Mahallesi,Avrupa Yakası,-0.152,503.243
865,Satılık,200,5-10,20,Kiracı Oturuyor,Bilinmiyor,Yok,2,Konut,170,4+1,13. Kat,Doğalgaz,Krediye Uygun,Hayır,Var,Genel Fiyat,3149000,İstanbul,Başakşehir,Kayabaşı Mahallesi,Avrupa Yakası,-0.152,503.243
866,Satılık,188,2,15,Kiracı Oturuyor,Bilinmiyor,Yok,2,Konut,150,3+1,1. Kat,Doğalgaz,Krediye Uygun Değil,Hayır,Var,Genel Fiyat,2499000,İstanbul,Başakşehir,Başakşehir Mahallesi,Avrupa Yakası,-0.152,503.243
867,Satılık,126,4,22,Kiracı Oturuyor,Bilinmiyor,Yok,1,Konut,104,2+1,14. Kat,Doğalgaz,Krediye Uygun,Hayır,Var,Genel Fiyat,2250000,İstanbul,Başakşehir,Kayabaşı Mahallesi,Avrupa Yakası,-0.152,503.243
868,Satılık,105,5-10,9,Boş,Bilinmiyor,Yok,2,Konut,85,2+1,Bahçe Katı,Doğalgaz,Krediye Uygun,Hayır,Var,Genel Fiyat,1650000,İstanbul,Başakşehir,Kayabaşı Mahallesi,Avrupa Yakası,-0.152,503.243
869,Satılık,85,5-10,10,Kiracı Oturuyor,Bilinmiyor,Yok,1,Konut,75,2+1,3. Kat,Doğalgaz,Krediye Uygun Değil,Hayır,Var,Genel Fiyat,800000,İstanbul,Başakşehir,Kayabaşı Mahallesi,Avrupa Yakası,-0.152,503.243
870,Satılık,160,2,17,Kiracı Oturuyor,Bilinmiyor,Yok,2,Konut,115,3+1,12. Kat,Doğalgaz,Krediye Uygun Değil,Hayır,Var,Genel Fiyat,2230000,İstanbul,Başakşehir,Kayabaşı Mahallesi,Avrupa Yakası,-0.152,503.243
871,Satılık,95,0,4,Boş,Bilinmiyor,Yok,1,Konut,90,2+1,1. Kat,Doğalgaz,Krediye Uygun,Hayır,Var,Genel Fiyat,680000,İstanbul,Başakşehir,Güvercintepe Mahallesi,Avrupa Yakası,-0.152,503.243
872,Satılık,140,5-10,29,Kiracı Oturuyor,Bilinmiyor,Yok,2,Konut,115,3+1,26. Kat,Doğalgaz,Krediye Uygun,Hayır,Var,Genel Fiyat,1825000,İstanbul,Başakşehir,Bahçeşehir 1. Kısım Mahallesi,Avrupa Yakası,-0.152,503.243
873,Satılık,185,0,12,Mülk Sahibi Oturuyor,Bilinmiyor,Yok,2,Konut,160,3+1,4. Kat,Doğalgaz,Krediye Uygun,Hayır,Var,Genel Fiyat,2850000,İstanbul,Başakşehir,Kayabaşı Mahallesi,Avrupa Yakası,-0.152,503.243
874,Satılık,216,0,8,Boş,Bilinmiyor,Yok,2,Konut,175,4+1,2. Kat,Doğalgaz,Krediye Uygun Değil,Hayır,Var,Genel Fiyat,2300000,İstanbul,Başakşehir,Bahçeşehir 2. Kısım Mahallesi,Avrupa Yakası,-0.152,503.243
875,Satılık,145,5-10,15,Kiracı Oturuyor,Bilinmiyor,Yok,2,Konut,120,3+1,10. Kat,Doğalgaz,Krediye Uygun,Hayır,Var,Genel Fiyat,2225000,İstanbul,Başakşehir,Kayabaşı Mahallesi,Avrupa Yakası,-0.152,503.243
876,Satılık,135,3,15,Kiracı Oturuyor,Bilinmiyor,Yok,2,Konut,120,2+1,13. Kat,Doğalgaz,Krediye Uygun,Hayır,Var,Genel Fiyat,3545000,İstanbul,Başakşehir,Kayabaşı Mahallesi,Avrupa Yakası,-0.152,503.243
877,Satılık,181,5-10,29,Kiracı Oturuyor,Bilinmiyor,Yok,2,Konut,145,3+1,11. Kat,Doğalgaz,Krediye Uygun,Hayır,Var,Genel Fiyat,3850000,İstanbul,Başakşehir,Başakşehir Mahallesi,Avrupa Yakası,-0.152,503.243
878,Satılık,174,5-10,24,Mülk Sahibi Oturuyor,Bilinmiyor,Yok,2,Konut,150,3+1,8. Kat,Doğalgaz,Krediye Uygun,Hayır,Var,Genel Fiyat,3900000,İstanbul,Başakşehir,Başakşehir Mahallesi,Avrupa Yakası,-0.152,503.243
879,Satılık,126,5-10,27,Kiracı Oturuyor,Bilinmiyor,Yok,1,Konut,116,2+1,18. Kat,Doğalgaz,Krediye Uygun Değil,Hayır,Var,Genel Fiyat,2100000,İstanbul,Başakşehir,Başakşehir Mahallesi,Avrupa Yakası,-0.152,503.243
880,Satılık,200,4,22,Kiracı Oturuyor,Bilinmiyor,Yok,2,Konut,168,4+1,3. Kat,Doğalgaz,Krediye Uygun,Hayır,Var,Genel Fiyat,4000000,İstanbul,Başakşehir,Kayabaşı Mahallesi,Avrupa Yakası,-0.152,503.243
881,Satılık,126,5-10,30,Mülk Sahibi Oturuyor,Bilinmiyor,Yok,2,Konut,106,2+1,20. Kat,Doğalgaz,Krediye Uygun,Hayır,Var,Genel Fiyat,2795000,İstanbul,Başakşehir,Başakşehir Mahallesi,Avrupa Yakası,-0.152,503.243
882,Satılık,100,5-10,29,Kiracı Oturuyor,Bilinmiyor,Yok,1,Konut,70,2+1,7. Kat,Doğalgaz,Krediye Uygun Değil,Hayır,Var,Genel Fiyat,1850000,İstanbul,Başakşehir,Bahçeşehir 2. Kısım Mahallesi,Avrupa Yakası,-0.152,503.243
883,Satılık,154,4,10,Kiracı Oturuyor,Bilinmiyor,Yok,2,Konut,118,3+1,6. Kat,Doğalgaz,Krediye Uygun,Hayır,Var,Genel Fiyat,2699999,İstanbul,Başakşehir,Kayabaşı Mahallesi,Avrupa Yakası,-0.152,503.243
884,Satılık,205,5-10,24,Kiracı Oturuyor,Bilinmiyor,Yok,2,Konut,175,4+1,12. Kat,Doğalgaz,Krediye Uygun,Hayır,Var,Genel Fiyat,3700000,İstanbul,Başakşehir,Başakşehir Mahallesi,Avrupa Yakası,-0.152,503.243
885,Satılık,170,5-10,27,Kiracı Oturuyor,Bilinmiyor,Yok,2,Konut,145,3+1,22. Kat,Doğalgaz,Krediye Uygun,Hayır,Var,Genel Fiyat,2575000,İstanbul,Başakşehir,Kayabaşı Mahallesi,Avrupa Yakası,-0.152,503.243
886,Satılık,189,4,11,Kiracı Oturuyor,Bilinmiyor,Yok,2,Konut,138,4+1,7. Kat,Doğalgaz,Krediye Uygun,Hayır,Var,Genel Fiyat,3999999,İstanbul,Başakşehir,Bahçeşehir 2. Kısım Mahallesi,Avrupa Yakası,-0.152,503.243
887,Satılık,186,3,14,Kiracı Oturuyor,Bilinmiyor,Yok,2,Konut,146,4+1,8. Kat,Doğalgaz,Krediye Uygun,Hayır,Var,Genel Fiyat,3100000,İstanbul,Başakşehir,Başakşehir Mahallesi,Avrupa Yakası,-0.152,503.243
888,Satılık,125,5-10,21,Mülk Sahibi Oturuyor,Bilinmiyor,Yok,1,Konut,105,2+1,6. Kat,Doğalgaz,Krediye Uygun Değil,Hayır,Var,Genel Fiyat,2300000,İstanbul,Başakşehir,Kayabaşı Mahallesi,Avrupa Yakası,-0.152,503.243
889,Satılık,85,5-10,12,Kiracı Oturuyor,Bilinmiyor,Yok,1,Konut,84,2+1,Düz Giriş,Doğalgaz,Krediye Uygun,Hayır,Var,Genel Fiyat,998000,İstanbul,Başakşehir,Kayabaşı Mahallesi,Avrupa Yakası,-0.152,503.243
890,Satılık,85,5-10,14,Mülk Sahibi Oturuyor,Bilinmiyor,Yok,1,Konut,84,2+1,12. Kat,Doğalgaz,Krediye Uygun,Hayır,Var,Genel Fiyat,1120000,İstanbul,Başakşehir,Kayabaşı Mahallesi,Avrupa Yakası,-0.152,503.243
891,Satılık,118,5-10,13,Kiracı Oturuyor,Bilinmiyor,Yok,1,Konut,110,3+1,8. Kat,Doğalgaz,Krediye Uygun,Hayır,Var,Genel Fiyat,1550000,İstanbul,Başakşehir,Bahçeşehir 2. Kısım Mahallesi,Avrupa Yakası,-0.152,503.243
892,Satılık,92,5-10,8,Kiracı Oturuyor,Bilinmiyor,Yok,1,Konut,80,2+1,1. Kat,Doğalgaz,Krediye Uygun,Hayır,Var,Genel Fiyat,1285000,İstanbul,Başakşehir,Bahçeşehir 2. Kısım Mahallesi,Avrupa Yakası,-0.152,503.243
893,Satılık,300,3,14,Mülk Sahibi Oturuyor,Bilinmiyor,Var,4,Konut,180,4+1,14. Kat,Doğalgaz,Krediye Uygun,Hayır,Var,Genel Fiyat,7350000,İstanbul,Başakşehir,Kayabaşı Mahallesi,Avrupa Yakası,-0.152,503.243
894,Satılık,310,1,16,Boş,Bilinmiyor,Yok,3,Konut,275,5+1,2. Kat,Doğalgaz,Krediye Uygun,Hayır,Var,Genel Fiyat,6000000,İstanbul,Başakşehir,Bahçeşehir 1. Kısım Mahallesi,Avrupa Yakası,-0.152,503.243
895,Satılık,365,16-20,4,Mülk Sahibi Oturuyor,Bilinmiyor,Yok,5,Konut,325,7+2,Düz Giriş,Doğalgaz,Krediye Uygun,Hayır,Var,Genel Fiyat,6000000,İstanbul,Başakşehir,Kayabaşı Mahallesi,Avrupa Yakası,-0.152,503.243
896,Satılık,180,3,21,Boş,Bilinmiyor,Yok,2,Konut,165,3+1,Bahçe Katı,Doğalgaz,Krediye Uygun,Hayır,Var,Genel Fiyat,3000000,İstanbul,Başakşehir,Güvercintepe Mahallesi,Avrupa Yakası,-0.152,503.243
897,Satılık,95,3,1,Kiracı Oturuyor,Bilinmiyor,Yok,1,Konut,85,2+1,Bahçe Katı,Doğalgaz,Krediye Uygun,Hayır,Var,Genel Fiyat,425000,İstanbul,Başakşehir,Bahçeşehir 1. Kısım Mahallesi,Avrupa Yakası,-0.152,503.243
898,Satılık,90,0,17,Boş,Bilinmiyor,Yok,1,Konut,75,1+1,5. Kat,Doğalgaz,Krediye Uygun Değil,Hayır,Var,Genel Fiyat,1080000,İstanbul,Başakşehir,Kayabaşı Mahallesi,Avrupa Yakası,-0.152,503.243
899,Satılık,120,2,24,Kiracı Oturuyor,Bilinmiyor,Yok,1,Konut,84,2+1,5. Kat,Doğalgaz,Krediye Uygun Değil,Hayır,Var,Genel Fiyat,1400000,İstanbul,Başakşehir,Güvercintepe Mahallesi,Avrupa Yakası,-0.152,503.243
900,Satılık,360,11-15,4,Mülk Sahibi Oturuyor,Bilinmiyor,Yok,3,Konut,330,5+2,Düz Giriş,Doğalgaz,Krediye Uygun Değil,Hayır,Var,Genel Fiyat,7100000,İstanbul,Başakşehir,Kayabaşı Mahallesi,Avrupa Yakası,-0.152,503.243
901,Satılık,105,4,3,Kiracı Oturuyor,Bilinmiyor,Yok,2,Konut,100,2+1,Bahçe Katı,Doğalgaz,Krediye Uygun,Hayır,Var,Genel Fiyat,1620000,İstanbul,Başakşehir,Bahçeşehir 2. Kısım Mahallesi,Avrupa Yakası,-0.152,503.243
902,Satılık,432,0,3,Boş,Bilinmiyor,Yok,4,Konut,369,4+1,Düz Giriş,Doğalgaz,Krediye Uygun Değil,Hayır,Var,Genel Fiyat,6250000,İstanbul,Başakşehir,Kayabaşı Mahallesi,Avrupa Yakası,-0.152,503.243
903,Satılık,102,5-10,9,Kiracı Oturuyor,Bilinmiyor,Yok,1,Konut,95,2+1,4. Kat,Doğalgaz,Krediye Uygun,Hayır,Var,Genel Fiyat,1400000,İstanbul,Başakşehir,Kayabaşı Mahallesi,Avrupa Yakası,-0.152,503.243
904,Satılık,118,11-15,12,Kiracı Oturuyor,Bilinmiyor,Yok,1,Konut,90,3+1,Kot 1 (-1). Kat,Doğalgaz,Krediye Uygun,Hayır,Var,Genel Fiyat,1300000,İstanbul,Başakşehir,Kayabaşı Mahallesi,Avrupa Yakası,-0.152,503.243
905,Satılık,208,4,18,Mülk Sahibi Oturuyor,Bilinmiyor,Yok,2,Konut,158,4+1,15. Kat,Doğalgaz,Krediye Uygun,Hayır,Var,Genel Fiyat,5500000,İstanbul,Başakşehir,Başakşehir Mahallesi,Avrupa Yakası,-0.152,503.243
906,Satılık,162,0,15,Boş,Bilinmiyor,Yok,2,Konut,142,3+1,13. Kat,Doğalgaz,Krediye Uygun,Hayır,Var,Genel Fiyat,3125000,İstanbul,Başakşehir,Başakşehir Mahallesi,Avrupa Yakası,-0.152,503.243
907,Satılık,174,5-10,26,Kiracı Oturuyor,Bilinmiyor,Yok,2,Konut,145,3+1,22. Kat,Doğalgaz,Krediye Uygun,Hayır,Var,Genel Fiyat,2850000,İstanbul,Başakşehir,Kayabaşı Mahallesi,Avrupa Yakası,-0.152,503.243
908,Satılık,127,4,12,Mülk Sahibi Oturuyor,Bilinmiyor,Yok,2,Konut,100,3+1,Düz Giriş,Doğalgaz,Krediye Uygun Değil,Hayır,Var,Genel Fiyat,1500000,İstanbul,Başakşehir,Başak Mahallesi,Avrupa Yakası,-0.152,503.243
909,Satılık,190,5-10,11,Kiracı Oturuyor,Bilinmiyor,Yok,2,Konut,140,4+1,1. Kat,Doğalgaz,Krediye Uygun,Hayır,Var,Genel Fiyat,3750000,İstanbul,Başakşehir,Altınşehir Mahallesi,Avrupa Yakası,-0.152,503.243
910,Satılık,110,11-15,4,Mülk Sahibi Oturuyor,Bilinmiyor,Yok,1,Konut,95,2+1,2. Kat,Doğalgaz,Krediye Uygun,Hayır,Var,Genel Fiyat,1550000,İstanbul,Başakşehir,Altınşehir Mahallesi,Avrupa Yakası,-0.152,503.243
911,Satılık,105,5-10,8,Boş,Bilinmiyor,Yok,1,Konut,95,2+1,Bahçe Katı,Doğalgaz,Krediye Uygun Değil,Hayır,Var,Genel Fiyat,1600000,İstanbul,Başakşehir,Kayabaşı Mahallesi,Avrupa Yakası,-0.152,503.243
912,Satılık,68,5-10,9,Kiracı Oturuyor,Bilinmiyor,Yok,1,Konut,67,2+1,6. Kat,Doğalgaz,Krediye Uygun,Hayır,Var,Genel Fiyat,760000,İstanbul,Başakşehir,Kayabaşı Mahallesi,Avrupa Yakası,-0.152,503.243
913,Satılık,177,5-10,12,Kiracı Oturuyor,Bilinmiyor,Yok,2,Konut,135,3+1,12. Kat,Doğalgaz,Krediye Uygun,Hayır,Var,Genel Fiyat,1760000,İstanbul,Başakşehir,Başak Mahallesi,Avrupa Yakası,-0.152,503.243
914,Satılık,149,16-20,9,Boş,Bilinmiyor,Yok,2,Konut,118,3+1,Yüksek Giriş,Doğalgaz,Krediye Uygun,Hayır,Var,Genel Fiyat,1650000,İstanbul,Başakşehir,Bahçeşehir 2. Kısım Mahallesi,Avrupa Yakası,-0.152,503.243
